SITE_ID,NAME,NOM,STREET,PLAQUE LOCATION,TOWN,PROV,REASON FOR DESIGNATION,RAISION DE LA DESIGNATION,LATITUDE (WGS84),LONGITUDE (WGS84)
733,Forges du Saint-Maurice,Forges du Saint-Maurice,10000 des Forges Boulevard,In the vaults of the Grande Maison (1988),Trois-Rivières,Quebec,Remains of Canada's first industrial village,Vestiges du premier village industriel au Canada,46.398493,-72.657947
342,Former Almonte Post Office,Ancien bureau de poste d'Almonte,73 Mill Street,On exterior façade wall,Almonte,Ontario,Early federal architecture in a small community,Exemple d'une édifice fédéral pour une petite ville,45.225521,-76.195401
463,Former Archives Building,Ancien édifice des Archives fédérales,330 Sussex Drive,<Null>,Ottawa,Ontario,"First national archives, Tudor Revival style, 1904-06","Premier édifice des Archives nationales, 1904-1906, style néo-gothique d'inspiration Tudor",45.430722,-75.698708
241,Former Bank of British North America,Ancienne banque de la British North America,276 Duckworth Street,right of main doors,St. John's,Newfoundland and Labrador,"Fine example of Italianate style, 1848-50","Beau spécimen du style à l'italienne, 1848-1850",47.565865,-52.706476
359,Former Brockville Post Office,Ancien bureau de poste de Brockville,14 Court House Street,Mounted on wall of former Post Office,Brockville,Ontario,Symbol of federal government in small community,Symbole du gouvernement fédéral dans une petite localité,44.589942,-75.685035
224,Former Carbonear Railway Station (Newfoundland Railway),Ancienne gare de Carbonear (Newfoundland Railway),Water Street West,<Null>,Carbonear,Newfoundland and Labrador,"Representative station of Newfoundland railway system, 1917",Édifice représentatif des gares du réseau ferroviaire de Terre-Neuve (1917),47.737348,-53.229559
375,Former Elora Drill Shed,Ancien hangar d'exercices d'Elora,Clyde and High Street,outside entrance to LCBO,Elora,Ontario,"Early phase of drill hall construction in Canada, 1865","Compte parmi les premières salles d'exercice et premiers manèges militaire construits au Canada, 1865",43.679967,-80.429017
380,Former Galt Post Office,Ancien bureau de poste de Galt,33 Water Street North,<Null>,Cambridge,Ontario,Early federal government small urban post office,Bureau de poste fédéral typique d'une petite localité,43.35833,-80.31551
467,Former Geological Survey of Canada Building,Ancien édifice de la Commission géologique du Canada,541 Sussex Drive,<Null>,Ottawa,Ontario,First Ottawa home of Geological Survey of Canada,Premier édifice à Ottawa à avoir abrité la Commission géologique du Canada,45.426601,-75.693786
387,Former Hamilton Customs House,Ancien édifice de la douane de Hamilton,51 Stuart Street,<Null>,Hamilton,Ontario,"Elegant Italianate customs building, 1858-60",Élégant édifice des douanes dans le style à l'italienne (1858-1860),43.266488,-79.867258
1941,Former Hamilton Railway Station (Canadian National),Ancienne gare du Canadien national à Hamilton,360 James Street North,<Null>,Hamilton,Ontario,Rare surviving example of a railway station complex of the interwar years,Une des rares gares ferroviaires de l'entre-deux-guerres,43.265474,-79.864699
,Former Lamaque and the Bourlamaque Miniing Village,,"90, avenue Perreault (CP 212)",,Val d'Or,Quebec,,,48.094531,-77.766942
1849,Former Montréal Custom House,Ancien édifice de la douane de Montréal,150 Saint Paul Street West,on left side of façade,Montréal,Quebec,"Remarkably fine example of Palladian architecture, designed by John Ostell, 1836-38","Demeure un exemple exceptionnel de l'architecture palladienne, conçue par John Ostell, (1836-1838)",45.503307,-73.55455
252,Former Newfoundland Railway Headquarters,Ancien siège social du chemin de fer de Terre-Neuve,495 Water Street,On concrete block in front of southwest corner of building,St. John's,Newfoundland and Labrador,"Headquarters and terminus of Newfoundland railway system, 1903",Siège administratif et terminus du réseau ferroviaire de Terre-Neuve (1903),47.554596,-52.713546
476,Former Ottawa Teachers' College,Ancien Ottawa Teachers' College,195 Elgin Street,Inside Regional Municipality of Ottawa-Carleton Headquarters,Ottawa,Ontario,"Teacher-training institute in eclectic design, Gothic Revival style, 1875","École de formation des enseignants, 1875; architecture Eclectique",45.419954,-75.690885
501,Former Port Perry Town Hall,Ancien hôtel de ville de Port Perry,302 Queen Street,<Null>,Port Perry,Ontario,"Fine example of a municipal meeting hall, 1873","Point d'intérêt local, 1873",44.103333,-78.947383
763,Former Prince Albert City Hall,Ancien hôtel de ville de Prince Albert,1010 Central Avenue,On a wall outside in front of building,Prince Albert,Saskatchewan,Rare surviving 19th-century town hall on Prairies,Un des rares hôtels de ville du XIXe siècle qui subsisté encore dans les Prairies,53.203654,-105.75403
2004,Former Shawinigan Aluminum Smelting Complex,Ancienne Aluminerie de Shawinigan,1 Maple Street,<Null>,Shawinigan,Quebec,Oldest known extant aluminum smelting complex in North America,La plus vieille aluminerie existant encore en Amérique du Nord,46.54013,-72.763733
594,Former Summerside Post Office,Ancien bureau de poste de Summerside,57 Summer Street,On wall of Post Office,Summerside,Prince Edward Island,"Early example of federal government presence, 1883-87","Édifice ancien, symbole de la présence fédérale au Canada (1883-1887)",46.3931,-63.791042
2076,Former Territorial Court House,Ancien Palais de Justice Territorial,Corner of Front and Turner Streets,<Null>,Dawson,Yukon Territory,"Substantial frame judicial building, 1900-01",Cet imposant édifice bàti en 1900-1901,64.056309,-139.440577
1793,Former Union Bank Building and Annex,Ancien édifice de l'Union Bank of Canada et son annexe,500-504 Main Street,<Null>,Winnipeg,Manitoba,"First skyscraper in western Canada; speaks to key note of finance in expansion of the West, 1903-04",Premier gratte-ciel de l'Ouest du Canada; témoigne du rôle des finances dans l'expansion de l'Ouest (1903-1904),49.898767,-97.139433
85,Former Vancouver Law Courts,Ancien palais de justice de Vancouver,800 Hornby Street,<Null>,Vancouver,British Columbia,"Imposing urban court house in Beaux-Arts style, 1907-11",Imposant palais de justice urbain de style Beaux-Arts (1907-1911),49.283333,-123.119667
108,Former Victoria Law Courts,Ancien palais de justice de Victoria,28 Bastion Square,Maritime Museum (The Old Court House),Victoria,British Columbia,"Earliest British Columbia court house, distinctive eclectic design, 1887-88",Premier palais de justice édifié en Colombie-Britannique; architecture Éclectique (1887-1888),48.42585,-123.369067
755,Fort à la Corne,Fort à la Corne,<Null>,"Memorial Park, Main Street and Dixon Road. Kinistino",Saskatchewan River Bank,Saskatchewan,"Most westerly of the French posts 1753; occupied by independent traders, the North West Company and, until 1932, the Hudson’s Bay Company",Emplacement de plusieurs postes de traite des fourrures (1753-1932); la Compagnie du Nord-Ouest,52.954468,-105.025263
47,Fort Alexandria,Fort Alexandria,"Cariboo Road, Highway 97",<Null>,Alexandria,British Columbia,"North West Company post, 1821-60s","Emplacement d'un poste de la Compagnie du Nord-Ouest, de 1821 jusque dans les années 1860",52.562695,-122.46349
242,Fort Amherst,Fort Amherst,Southside Road,on the headland of the south side of the entrance to St. John's Harbour,St. John's,Newfoundland and Labrador,"1777 fortifications, guarded St. John's harbour",Emplacement des fortifications de 1777 dans le port de St. John's,47.563303,-52.680551
258,Fort Anne,Fort Anne,St. George Street,<Null>,Annapolis Royal,Nova Scotia,"1695-1708 fortifications; centre of changing social, political and military relations among the Mi'kmaq, the Acadians and the British","Fortifications construites entre 1695 et 1708; a eue dans l'évolution des relations sociales, politiques et militaires entre Micmacs, Acadiens et Britanniques",44.741533,-65.518724
6,Fort Assiniboine,Fort Assiniboine,Main Street,In front of the Legion,Fort Assiniboine,Alberta,1823 Hudson's Bay Company post,Emplacement d'un poste établi par la Compagnie de la Baie d'Hudson en 1823,54.333417,-114.774299
24,Fort Augustus and Fort Edmonton,Fort Augustus et Fort Edmonton,Lamoureux Drive approximately 5.4 km from its intersection with Hwy 15,On north side of river 5 km. north of Lamoureux,Lamoureux,Alberta,"Rival trading posts, 1795-1801; Hudson's Bay Company",Emplacement de postes de traite concurrents (1795-1801); la Compagnie de la Baie d'Hudson,53.738389,-113.197388
742,Fort Battleford,Fort Battleford,Central Ave. - PO Box 70,Mounted near entrance to NHS,Battleford,Saskatchewan,"North West Mounted Police headquarters, 1876",Quartier général de la Police montée du Nord-Ouest (1876),52.725384,-108.297998
159,Fort Beauséjour – Fort Cumberland,Fort Beauséjour – fort Cumberland,<Null>,Mounted on building exterior front wall,Aulac,New Brunswick,Remnants of 1750-51 French fort; captured by British and New England troops in 1755,"Vestiges d'un fort français construit en 1750-1751; en 1755, il est tombé aux mains des troupes britanniques et de Nouvelle-Angleterre",45.863618,-64.292126
13,Fort Calgary,Fort Calgary,750 9th Ave. S.E.,Fort Calgary Park,Calgary,Alberta,1875 North West Mounted Police post,Emplacement d'un poste de la Police montée du Nord-Ouest établi en 1875,51.044133,-114.046467
610,Fort Chambly,Fort Chambly,2 Richelieu Street,<Null>,Chambly,Quebec,Restored and stabilized 1709 stone fort; used continuously during the French and British regimes as an essential component of Canada's defence infrastructure,Fort en pierre construit en 1709; ouvrage restauré et stabilisé; a été pendant toute la durée des régimes français et britannique un élément essentiel de l'infrastructure de défense du Canada,45.449445,-73.276879
605,Fort Charlesbourg Royal,Fort Charlesbourg Royal,<Null>,<Null>,Cap-Rouge,Quebec,"First French colony in Canada, 1541-42",Première colonie française au Canada (1541-1542),46.748089,-71.341823
818,Fort Charnisay,Fort Charnisay,NE corner of Market Place Street and Middle Street west,<Null>,Saint John,New Brunswick,Between 1645 and 1775 it was the site of several French and English forts protecting the mouth of the Saint John River,"Entre 1645 et 1775, plusieurs forts français et anglais destinés à protéger l'embouchure de la rivière Saint-Jean se sont succédés à cet endroit",45.261447,-66.074411
20,Fort Chipewyan,Fort Chipewyan,<Null>,"Monument Hill, near Fort Chipewyan’s Bicentennial Museum",Chipewyan Indian Reserve 201A,Alberta,"Major trading posts, 1800-present; Hudson's Bay Company","Emplacement d'importants postes de commerce, de 1800 à nos jours; la Compagnie de la Baie d'Hudson",58.649,-110.609
116,Fort Churchill,Fort Churchill,<Null>,"1931: plaque GPS (Lat: 58° 47' 13.3764"", Long: -94° 12' 5.1912"", NAD83)",Churchill,Manitoba,"Built by Samuel Hearne 1783, reached by rail in 1929; Hudson's Bay Company",Construit par Samuel Hearne en 1783; atteint par chemin de fer en 1929; la Compagnie de la Baie d'Hudson,58.736354,-94.246977
676,Fort Crevier,Fort Crevier,<Null>,226 Island Road / Main Street,Notre-Dame-de-Pierreville,Quebec,1687 French wooden fort,Emplacement d'un fort français en bois érigé en 1687,46.104052,-72.878679
157,Fort Dauphin,Fort Dauphin,Edna Street and Armstrong Avenue,Beach Park,Winnipegosis,Manitoba,"One of La Vérendrye's posts, built 1741; North West Company","Un des postes établis par La Vérendrye, érigé en 1741; la Compagnie du Nord-Ouest",51.655313,-99.923423
506,Fort Drummond,Fort Drummond,<Null>,near General Brock Monument at entrance to Children's wading pool,Queenston,Ontario,Redoubt and battery; built to defend the main portage road from Chippawa to Queenston during the War of 1812,Redoute et batterie ; construit pour défendre la route principale de portage de Chippawa à Queenston pendant la guerre de 1812,43.15925,-79.054467
964,Fort Dufferin,Fort Dufferin,"Highway 75, 3 miles north of Emerson","remains of Fort Dufferin, 3 miles north of Emerson",Emerson,Manitoba,Supported the assertion of Canada's sovereignty over Manitoba and the North-West Territories between 1872 and 1879,A servi à affirmer la souveraineté du Canada sur le Manitoba et les Territoires du Nord-Ouest entre 1872 et 1879,49.030682,-97.203119
18,Fort Dunvegan,Fort Dunvegan,<Null>,Historic Dunvegan Provincial Park,Dunvegan,Alberta,1805 North West Company post,Emplacement d'un poste établi par la Compagnie du Nord-Ouest en 1805,55.923523,-118.603808
19,Fort Edmonton III,Fort Edmonton III,"10,900 97th Avenue",near Provincial Legistature Buildings,Edmonton,Alberta,"After 1825, the most important depot in the trade system between Fort Garry and Fort Vancouver; site of 1831 Hudson's Bay Company post",Emplacement d'un poste établi par la Compagnie de la Baie d'Hudson en 1831,53.533984,-113.50642
323,Fort Edward,Fort Edward,Water Street,<Null>,Windsor,Nova Scotia,"Played a role in the struggle for predominance in North America, 1750-1812; oldest blockhouse in Canada, 1750","A joué un rôle dans la lutte pour l'exercice de la suprématie en Amérique du Nord entre 1750 et 1812; le plus ancien blockhaus au Canada, 1750",44.996456,-64.134978
377,Fort Erie,Fort Erie,350 Lakeshore Road,At main gate of Fort Erie,Fort Erie,Ontario,"Americans attack Fort Erie Redoubts, War of 1812; rebuilt 1937-39 by Niagara Parks Commission",Reconstruit par la Commission des parcs du Niagara entre 1937-1939; guerre de 1812,42.893167,-78.923683
765,Fort Espérance,Fort Espérance,<Null>,On the bank of the Qu'Apelle River,Rocanville,Saskatchewan,Remains of 2 North West Company fur trade posts,Vestiges de deux postes de traite de la Compagnie du Nord-Ouest,50.492263,-101.577484
